longitud_mm,anchura_mm,radio_morro,conicidad,angulo_aleron,altura_mm,cd,area_m2,cda_m2,estabilidad,fabricabilidad,score
245,65,0.3,0.4,5,50,0.4556,0.00325,0.001481,0.665,0.8,1.00211
205,85,0.2,0.5,-1,50,0.3424,0.00425,0.001455,0.604,0.8,1.00212
225,65,0.35,0.3,6,45,0.492,0.002925,0.001439,0.565,0.8,1.00213
205,85,0.15,0.1,2,45,0.3684,0.003825,0.001409,0.632,0.57,1.00214
205,85,0.2,0.3,3,45,0.3854,0.003825,0.001474,0.65,0.8,1.00215
205,75,0.5,0.5,6,40,0.4814,0.003,0.001444,0.578,0.8,1.00216
225,75,0.4,0.6,3,50,0.394,0.00375,0.001478,0.657,0.8,1.00217
185,85,0.45,0.9,3,45,0.3739,0.003825,0.00143,0.652,0.62,1.00219
185,65,0.3,0.6,6,45,0.4789,0.002925,0.001401,0.533,0.7,1.00223
245,65,0.25,0.7,7,45,0.4966,0.002925,0.001452,0.597,0.8,1.00223
245,85,0.45,0.5,7,35,0.4946,0.002975,0.001471,0.642,0.8,1.00223
185,75,0.2,0.7,5,45,0.4279,0.003375,0.001444,0.637,0.7,1.00225
205,65,0.2,0.5,5,50,0.4504,0.00325,0.001464,0.624,0.8,1.00226
185,75,0.45,0.3,1,50,0.3789,0.00375,0.001421,0.581,0.7,1.00228
245,75,0.4,0.5,5,45,0.4426,0.003375,0.001494,0.696,0.8,1.00229
265,75,0.35,0.2,6,40,0.4741,0.003,0.001422,0.632,0.62,1.00229
265,75,0.4,0.2,2,50,0.3841,0.00375,0.00144,0.676,0.62,1.00231
205,75,0.3,0.2,4,45,0.4284,0.003375,0.001446,0.629,0.72,1.00232
185,75,0.15,0.9,5,45,0.4119,0.003375,0.00139,0.645,0.47,1.00235
205,85,0.5,0.3,2,45,0.3844,0.003825,0.00147,0.64,0.8,1.00236
265,75,0.4,0.9,7,40,0.4771,0.003,0.001431,0.654,0.62,1.00236
185,65,0.2,0.1,7,40,0.5269,0.0026,0.00137,0.506,0.62,1.00239
265,85,0.35,0.7,4,45,0.3891,0.003825,0.001488,0.742,0.7,1.0024
245,55,0.4,0.8,7,50,0.5176,0.00275,0.001423,0.574,0.72,1.00241
265,85,0.45,0.1,2,45,0.3791,0.003825,0.00145,0.698,0.62,1.00245
205,65,0.45,0.9,5,50,0.4464,0.00325,0.001451,0.64,0.72,1.00246
225,55,0.25,0.1,6,50,0.511,0.00275,0.001405,0.531,0.72,1.00248
185,85,0.15,0.9,7,35,0.4599,0.002975,0.001368,0.592,0.47,1.00251
245,75,0.4,0.1,4,45,0.4336,0.003375,0.001463,0.67,0.72,1.00256
265,75,0.25,0.3,3,50,0.3911,0.00375,0.001467,0.69,0.7,1.00256
205,85,0.15,0.5,-3,45,0.3694,0.003825,0.001413,0.591,0.65,1.0026
225,85,0.5,0.5,5,40,0.44,0.0034,0.001496,0.7,0.8,1.0026
185,65,0.4,0.1,5,45,0.4799,0.002925,0.001404,0.586,0.62,1.00265
245,65,0.25,0.8,7,45,0.4906,0.002925,0.001435,0.601,0.72,1.0027
245,75,0.25,0.6,7,40,0.4876,0.003,0.001463,0.62,0.8,1.00271
265,75,0.4,0.6,-3,50,0.3851,0.00375,0.001444,0.635,0.7,1.00272
225,65,0.15,0.5,5,50,0.442,0.00325,0.001436,0.647,0.65,1.00273
265,75,0.4,0.5,5,45,0.4381,0.003375,0.001479,0.718,0.7,1.00273
225,85,0.5,0.1,4,40,0.431,0.0034,0.001465,0.674,0.72,1.00274
225,85,0.45,0.5,3,45,0.389,0.003825,0.001488,0.68,0.8,1.00275
245,85,0.45,0.3,0,50,0.3486,0.00425,0.001481,0.664,0.8,1.00276
245,65,0.2,0.1,6,45,0.4876,0.002925,0.001426,0.58,0.72,1.00277
245,55,0.35,0.1,6,50,0.5146,0.00275,0.001415,0.553,0.72,1.00279
185,85,0.4,0.8,5,40,0.4229,0.0034,0.001438,0.668,0.62,1.0028
185,75,0.15,0.5,6,40,0.4579,0.003,0.001374,0.556,0.55,1.00281
245,65,0.45,0.3,6,45,0.4956,0.002925,0.00145,0.588,0.8,1.00281
245,85,0.25,0.3,1,50,0.3496,0.00425,0.001486,0.674,0.8,1.00281
185,65,0.25,0.3,4,50,0.4379,0.00325,0.001423,0.584,0.7,1.00283
185,65,0.25,0.1,-3,50,0.4209,0.00325,0.001368,0.5,0.62,1.00284
185,55,0.2,0.3,6,50,0.5039,0.00275,0.001386,0.494,0.7,1.00286
245,75,0.4,0.2,2,50,0.3886,0.00375,0.001457,0.654,0.72,1.00286
205,85,0.45,0.8,-3,45,0.3754,0.003825,0.001436,0.603,0.72,1.00287
265,85,0.35,0.8,2,50,0.3441,0.00425,0.001462,0.726,0.62,1.00287
205,75,0.4,0.9,-3,50,0.3804,0.00375,0.001427,0.58,0.72,1.00289
265,65,0.3,0.4,5,50,0.4511,0.00325,0.001466,0.687,0.7,1.00289
205,85,0.25,0.3,5,40,0.4364,0.0034,0.001484,0.67,0.8,1.0029
205,85,0.15,0.9,4,45,0.3744,0.003825,0.001432,0.684,0.57,1.00291
265,85,0.45,0.5,-3,45,0.3801,0.003825,0.001454,0.658,0.7,1.00291
265,85,0.15,0.6,4,45,0.3791,0.003825,0.00145,0.738,0.55,1.00295
265,75,0.4,0.1,4,45,0.4291,0.003375,0.001448,0.692,0.62,1.00301
265,85,0.15,0.3,1,50,0.3371,0.00425,0.001433,0.696,0.55,1.00302
265,85,0.5,0.6,1,50,0.3471,0.00425,0.001475,0.708,0.7,1.00302
245,85,0.45,0.6,-1,50,0.3476,0.00425,0.001477,0.653,0.8,1.00304
205,75,0.35,0.1,-1,50,0.3784,0.00375,0.001419,0.562,0.72,1.00306
225,85,0.2,0.3,-3,45,0.381,0.003825,0.001457,0.605,0.8,1.00306
265,85,0.25,0.6,2,50,0.3481,0.00425,0.001479,0.718,0.7,1.00307
185,85,0.35,0.9,1,50,0.3349,0.00425,0.001423,0.632,0.62,1.00308
245,75,0.25,0.3,3,50,0.3956,0.00375,0.001483,0.668,0.8,1.00311
245,85,0.35,0.7,4,45,0.3936,0.003825,0.001505,0.72,0.8,1.00315
185,55,0.45,0.6,6,50,0.5059,0.00275,0.001391,0.506,0.7,1.00316
265,85,0.3,0.4,-1,50,0.3431,0.00425,0.001458,0.667,0.7,1.00316
225,75,0.5,0.8,3,50,0.39,0.00375,0.001463,0.665,0.72,1.00317
245,85,0.45,0.1,2,45,0.3836,0.003825,0.001467,0.676,0.72,1.0032
205,65,0.2,0.1,4,50,0.4414,0.00325,0.001435,0.598,0.72,1.00321
205,85,0.35,0.6,7,35,0.4894,0.002975,0.001456,0.602,0.8,1.00321
205,75,0.4,0.7,3,50,0.3924,0.00375,0.001472,0.639,0.8,1.00322
265,85,0.45,0.9,4,45,0.3851,0.003825,0.001473,0.75,0.62,1.00322
185,85,0.45,0.7,0,50,0.3379,0.00425,0.001436,0.614,0.7,1.00323
185,85,0.25,0.7,1,50,0.3389,0.00425,0.00144,0.624,0.7,1.00328
245,75,0.4,0.6,-3,50,0.3896,0.00375,0.001461,0.613,0.8,1.00328
245,55,0.25,0.5,7,50,0.5236,0.00275,0.00144,0.562,0.8,1.00331
225,85,0.15,0.8,2,50,0.337,0.00425,0.001432,0.682,0.57,1.00335
225,85,0.45,0.4,0,50,0.347,0.00425,0.001475,0.646,0.8,1.00335
185,85,0.2,0.5,3,45,0.3779,0.003825,0.001445,0.636,0.7,1.00337
225,85,0.25,0.4,1,50,0.348,0.00425,0.001479,0.656,0.8,1.0034
265,55,0.4,0.7,7,50,0.5191,0.00275,0.001428,0.592,0.7,1.00342
225,85,0.2,0.3,7,35,0.491,0.002975,0.001461,0.612,0.8,1.00344
185,75,0.45,0.6,2,50,0.3819,0.00375,0.001432,0.603,0.7,1.00353
185,85,0.5,0.5,2,45,0.3769,0.003825,0.001442,0.626,0.7,1.00357
225,65,0.3,0.5,5,50,0.454,0.00325,0.001476,0.647,0.8,1.00363
225,85,0.45,0.7,-1,50,0.346,0.00425,0.001471,0.635,0.8,1.00363
185,65,0.15,0.6,6,45,0.4669,0.002925,0.001366,0.533,0.55,1.00367
185,75,0.15,0.1,-3,45,0.3979,0.003375,0.001343,0.526,0.47,1.00367
205,55,0.5,0.4,6,50,0.5174,0.00275,0.001423,0.52,0.8,1.00367
245,85,0.45,0.5,-3,45,0.3846,0.003825,0.001471,0.636,0.8,1.00367
225,65,0.15,0.1,4,50,0.433,0.00325,0.001407,0.621,0.57,1.00368
225,75,0.4,0.6,5,45,0.441,0.003375,0.001488,0.677,0.8,1.00369
185,55,0.3,0.1,7,45,0.5499,0.002475,0.001361,0.48,0.62,1.0037
225,55,0.15,0.7,7,50,0.508,0.00275,0.001397,0.548,0.65,1.0037
245,85,0.15,0.6,4,45,0.3836,0.003825,0.001467,0.716,0.65,1.0037
205,75,0.4,0.1,1,50,0.3824,0.00375,0.001434,0.595,0.72,1.00372
265,75,0.5,0.8,-3,50,0.3811,0.00375,0.001429,0.643,0.62,1.00372
185,65,0.5,0.6,4,50,0.4399,0.00325,0.00143,0.596,0.7,1.00373
205,85,0.45,0.6,3,45,0.3874,0.003825,0.001482,0.662,0.8,1.00374
265,85,0.45,0.5,7,35,0.4901,0.002975,0.001458,0.664,0.7,1.00374
185,85,0.15,0.7,-3,45,0.3619,0.003825,0.001384,0.577,0.55,1.00381
265,55,0.15,0.6,7,50,0.5051,0.00275,0.001389,0.588,0.55,1.00382
265,65,0.25,0.7,7,45,0.4921,0.002925,0.001439,0.619,0.7,1.00388
205,85,0.15,0.9,2,50,0.3354,0.00425,0.001426,0.664,0.57,1.00394
205,85,0.45,0.5,0,50,0.3454,0.00425,0.001468,0.628,0.8,1.00394
205,65,0.35,0.4,6,45,0.4904,0.002925,0.001435,0.547,0.8,1.00395
205,75,0.4,0.8,5,45,0.4334,0.003375,0.001463,0.663,0.72,1.00395
225,75,0.4,0.2,4,45,0.432,0.003375,0.001458,0.651,0.72,1.00397
245,85,0.45,0.9,4,45,0.3896,0.003825,0.00149,0.728,0.72,1.00397
205,85,0.5,0.6,5,40,0.4384,0.0034,0.001491,0.682,0.8,1.00398
245,85,0.2,0.1,5,40,0.4356,0.0034,0.001481,0.706,0.72,1.00398
205,85,0.25,0.5,1,50,0.3464,0.00425,0.001472,0.638,0.8,1.00399
225,85,0.45,0.6,7,35,0.493,0.002975,0.001467,0.624,0.8,1.00401
185,85,0.4,0.7,5,40,0.4289,0.0034,0.001458,0.664,0.7,1.00404
205,85,0.2,0.4,-3,45,0.3794,0.003825,0.001451,0.587,0.8,1.00405
265,75,0.5,0.6,3,50,0.3931,0.00375,0.001474,0.702,0.7,1.00406
205,55,0.3,0.9,7,50,0.5124,0.00275,0.001409,0.534,0.72,1.00409
205,85,0.5,0.2,4,40,0.4294,0.0034,0.00146,0.656,0.72,1.00412
185,75,0.3,0.9,5,45,0.4239,0.003375,0.001431,0.645,0.62,1.00415
185,85,0.4,0.2,-1,45,0.3659,0.003825,0.0014,0.57,0.62,1.00416
205,75,0.35,0.3,6,40,0.4814,0.003,0.001444,0.57,0.8,1.00416
265,75,0.25,0.6,7,40,0.4831,0.003,0.001449,0.642,0.7,1.00416
225,75,0.25,0.4,3,50,0.394,0.00375,0.001477,0.649,0.8,1.00417
225,85,0.45,0.2,2,45,0.382,0.003825,0.001461,0.658,0.72,1.00419
205,75,0.5,0.9,3,50,0.3884,0.00375,0.001457,0.647,0.72,1.00422
245,85,0.3,0.3,7,35,0.4946,0.002975,0.001471,0.634,0.8,1.00423
205,65,0.15,0.6,5,50,0.4404,0.00325,0.001431,0.628,0.65,1.00426
185,75,0.25,0.8,3,50,0.3789,0.00375,0.001421,0.621,0.62,1.00428
245,75,0.5,0.8,-3,50,0.3856,0.00375,0.001446,0.621,0.72,1.00428
245,75,0.25,0.3,5,45,0.4426,0.003375,0.001494,0.688,0.8,1.00429
225,75,0.4,0.7,-3,50,0.388,0.00375,0.001455,0.595,0.8,1.00433
265,65,0.25,0.8,7,45,0.4861,0.002925,0.001422,0.623,0.62,1.00435
205,85,0.2,0.8,4,45,0.3844,0.003825,0.00147,0.68,0.72,1.00436
265,85,0.2,0.1,5,40,0.4311,0.0034,0.001466,0.728,0.62,1.00436
225,55,0.4,0.9,7,50,0.516,0.00275,0.001419,0.556,0.72,1.0044
265,85,0.2,0.5,4,45,0.3891,0.003825,0.001488,0.734,0.7,1.0044
265,65,0.2,0.1,6,45,0.4831,0.002925,0.001413,0.602,0.62,1.00442
185,65,0.5,0.3,-3,50,0.4289,0.00325,0.001394,0.508,0.7,1.00444
265,65,0.45,0.3,6,45,0.4911,0.002925,0.001437,0.61,0.7,1.00446
205,55,0.25,0.2,6,50,0.5094,0.00275,0.001401,0.512,0.72,1.00447
225,75,0.25,0.7,7,40,0.486,0.003,0.001458,0.601,0.8,1.00447
185,65,0.3,0.2,7,40,0.5289,0.0026,0.001375,0.51,0.62,1.00451
185,75,0.4,0.6,6,40,0.4719,0.003,0.001416,0.56,0.7,1.00451
265,55,0.4,0.8,7,50,0.5131,0.00275,0.001411,0.596,0.62,1.00452
225,65,0.25,0.9,7,45,0.489,0.002925,0.00143,0.583,0.72,1.00453
225,65,0.3,0.1,4,50,0.445,0.00325,0.001446,0.621,0.72,1.00458
225,65,0.2,0.2,6,45,0.486,0.002925,0.001422,0.561,0.72,1.0046
225,75,0.2,0.1,6,40,0.477,0.003,0.001431,0.584,0.72,1.0046
225,85,0.35,0.3,5,40,0.44,0.0034,0.001496,0.692,0.8,1.0046
245,75,0.5,0.6,3,50,0.3976,0.00375,0.001491,0.68,0.8,1.00461
225,65,0.45,0.4,6,45,0.494,0.002925,0.001445,0.569,0.8,1.00464
225,85,0.45,0.6,-3,45,0.383,0.003825,0.001465,0.617,0.8,1.00465
225,75,0.25,0.8,7,40,0.48,0.003,0.00144,0.605,0.72,1.00467
265,85,0.25,0.1,0,50,0.3401,0.00425,0.001445,0.678,0.62,1.00467
185,65,0.45,0.2,3,50,0.4309,0.00325,0.0014,0.57,0.62,1.00468
225,85,0.15,0.7,4,45,0.382,0.003825,0.001461,0.698,0.65,1.00469
245,55,0.5,0.9,7,50,0.5196,0.00275,0.001429,0.578,0.72,1.00471
265,75,0.25,0.4,-3,50,0.3851,0.00375,0.001444,0.627,0.7,1.00472
185,75,0.45,0.5,4,45,0.4269,0.003375,0.001441,0.619,0.7,1.00473
265,75,0.25,0.3,5,45,0.4381,0.003375,0.001479,0.71,0.7,1.00473
185,65,0.4,0.7,6,45,0.4809,0.002925,0.001407,0.537,0.7,1.00474
225,85,0.3,0.3,3,45,0.389,0.003825,0.001488,0.672,0.8,1.00475
245,85,0.35,0.8,2,50,0.3486,0.00425,0.001481,0.704,0.72,1.00476
225,55,0.35,0.2,6,50,0.513,0.00275,0.001411,0.535,0.72,1.00478
185,85,0.2,0.2,2,45,0.3709,0.003825,0.001419,0.614,0.62,1.0048
225,55,0.15,0.8,7,50,0.502,0.00275,0.00138,0.552,0.57,1.0048
205,65,0.45,0.3,4,50,0.4494,0.00325,0.001461,0.606,0.8,1.00481
265,75,0.25,0.8,4,50,0.3901,0.00375,0.001463,0.72,0.62,1.00481
205,65,0.45,0.1,-3,50,0.4324,0.00325,0.001405,0.522,0.72,1.00482
245,85,0.15,0.3,1,50,0.3416,0.00425,0.001452,0.674,0.65,1.00491
245,85,0.5,0.6,1,50,0.3516,0.00425,0.001494,0.686,0.8,1.00491
265,55,0.35,0.1,6,50,0.5101,0.00275,0.001403,0.575,0.62,1.00491
265,85,0.3,0.3,-3,45,0.3801,0.003825,0.001454,0.65,0.7,1.00491
185,75,0.15,0.3,4,45,0.4149,0.003375,0.0014,0.611,0.55,1.00493
245,85,0.25,0.6,2,50,0.3526,0.00425,0.001498,0.696,0.8,1.00496
185,75,0.5,0.1,5,40,0.4729,0.003,0.001419,0.613,0.62,1.00498
185,75,0.4,0.1,3,45,0.4179,0.003375,0.00141,0.593,0.62,1.005
225,75,0.45,0.3,6,40,0.485,0.003,0.001455,0.592,0.8,1.005
185,85,0.45,0.2,1,45,0.3699,0.003825,0.001415,0.604,0.62,1.00501
245,65,0.4,0.5,5,50,0.4576,0.00325,0.001487,0.669,0.8,1.00501
265,85,0.35,0.4,1,50,0.3471,0.00425,0.001475,0.7,0.7,1.00502
245,85,0.3,0.4,-1,50,0.3476,0.00425,0.001477,0.645,0.8,1.00504
245,85,0.15,0.2,5,40,0.4256,0.0034,0.001447,0.71,0.57,1.00508
245,55,0.45,0.2,6,50,0.5166,0.00275,0.001421,0.557,0.72,1.00509
205,75,0.4,0.7,5,45,0.4394,0.003375,0.001483,0.659,0.8,1.0051
185,75,0.5,0.4,-1,50,0.3769,0.00375,0.001413,0.552,0.7,1.00511
245,85,0.2,0.8,6,40,0.4306,0.0034,0.001464,0.661,0.72,1.00511
245,85,0.2,0.5,4,45,0.3936,0.003825,0.001505,0.712,0.8,1.00515
185,55,0.3,0.4,6,50,0.5059,0.00275,0.001391,0.498,0.7,1.00516
185,65,0.5,0.2,5,45,0.4819,0.002925,0.00141,0.59,0.62,1.00516
205,65,0.3,0.6,5,50,0.4524,0.00325,0.00147,0.628,0.8,1.00516
265,85,0.15,0.6,2,50,0.3401,0.00425,0.001445,0.718,0.55,1.00517
185,75,0.4,0.1,7,35,0.5279,0.002625,0.001386,0.533,0.62,1.0052
185,65,0.4,0.8,6,45,0.4749,0.002925,0.001389,0.541,0.62,1.00521
205,65,0.15,0.2,4,50,0.4314,0.00325,0.001402,0.602,0.57,1.00521
205,85,0.2,0.4,7,35,0.4894,0.002975,0.001456,0.594,0.8,1.00521
245,65,0.35,0.9,7,45,0.4926,0.002925,0.001441,0.605,0.72,1.00521
205,75,0.25,0.5,3,50,0.3924,0.00375,0.001472,0.631,0.8,1.00522
185,85,0.3,0.5,0,50,0.3379,0.00425,0.001436,0.606,0.7,1.00523
185,85,0.2,0.6,-3,45,0.3719,0.003825,0.001422,0.573,0.7,1.00526
245,65,0.3,0.2,6,45,0.4896,0.002925,0.001432,0.584,0.72,1.00528
245,75,0.25,0.4,-3,50,0.3896,0.00375,0.001461,0.605,0.8,1.00528
225,55,0.25,0.6,7,50,0.522,0.00275,0.001435,0.544,0.8,1.0053
245,75,0.35,0.7,7,40,0.4896,0.003,0.001469,0.624,0.8,1.00531
245,85,0.15,0.3,7,35,0.4826,0.002975,0.001436,0.634,0.65,1.00531
225,75,0.5,0.9,-3,50,0.384,0.00375,0.00144,0.603,0.72,1.00533
245,75,0.5,0.6,5,45,0.4446,0.003375,0.0015,0.7,0.8,1.00534
225,85,0.35,0.9,2,50,0.347,0.00425,0.001475,0.686,0.72,1.00535
225,85,0.2,0.2,5,40,0.434,0.0034,0.001476,0.688,0.72,1.00536
245,75,0.25,0.8,4,50,0.3946,0.00375,0.00148,0.698,0.72,1.00536
185,65,0.2,0.8,5,50,0.4369,0.00325,0.00142,0.614,0.62,1.00538
185,85,0.15,0.7,1,50,0.3309,0.00425,0.001406,0.624,0.55,1.00538
265,55,0.25,0.5,7,50,0.5191,0.00275,0.001428,0.584,0.7,1.00542
245,75,0.3,0.1,6,40,0.4806,0.003,0.001442,0.606,0.72,1.00544
265,85,0.15,0.2,5,40,0.4211,0.0034,0.001432,0.732,0.47,1.00546
185,75,0.3,0.1,-3,45,0.4099,0.003375,0.001383,0.526,0.62,1.00547
265,85,0.2,0.8,6,40,0.4261,0.0034,0.001449,0.683,0.62,1.00549
225,75,0.45,0.1,-1,50,0.382,0.00375,0.001432,0.584,0.72,1.0055
225,85,0.15,0.4,1,50,0.34,0.00425,0.001445,0.656,0.65,1.0055
225,85,0.5,0.7,1,50,0.35,0.00425,0.001488,0.668,0.8,1.0055
245,75,0.35,0.8,7,40,0.4836,0.003,0.001451,0.628,0.72,1.00551
185,75,0.3,0.4,2,50,0.3819,0.00375,0.001432,0.595,0.7,1.00553
225,85,0.25,0.7,2,50,0.351,0.00425,0.001492,0.678,0.8,1.00555
185,85,0.35,0.3,2,45,0.3769,0.003825,0.001442,0.618,0.7,1.00557
225,75,0.5,0.8,5,45,0.437,0.003375,0.001475,0.685,0.72,1.00559
185,75,0.15,0.2,-1,50,0.3609,0.00375,0.001353,0.544,0.47,1.00561
245,55,0.35,0.6,7,50,0.5256,0.00275,0.001445,0.566,0.8,1.00561
245,75,0.5,0.2,4,45,0.4356,0.003375,0.00147,0.674,0.72,1.00561
225,85,0.3,0.5,-1,50,0.346,0.00425,0.001471,0.627,0.8,1.00563
205,85,0.45,0.7,-3,45,0.3814,0.003825,0.001459,0.599,0.8,1.00564
185,55,0.4,0.2,7,45,0.5519,0.002475,0.001366,0.484,0.62,1.00567
225,75,0.5,0.7,3,50,0.396,0.00375,0.001485,0.661,0.8,1.00567
245,85,0.3,0.3,-3,45,0.3846,0.003825,0.001471,0.628,0.8,1.00567
225,75,0.25,0.4,5,45,0.441,0.003375,0.001488,0.669,0.8,1.00569
185,85,0.25,0.7,7,35,0.4799,0.002975,0.001428,0.584,0.7,1.00571
185,65,0.35,0.4,4,50,0.4399,0.00325,0.00143,0.588,0.7,1.00573
185,65,0.35,0.2,-3,50,0.4229,0.00325,0.001374,0.504,0.62,1.00574
205,85,0.3,0.4,3,45,0.3874,0.003825,0.001482,0.654,0.8,1.00574
265,85,0.3,0.3,7,35,0.4901,0.002975,0.001458,0.656,0.7,1.00574
205,85,0.45,0.7,7,35,0.4914,0.002975,0.001462,0.606,0.8,1.00578
265,75,0.5,0.6,5,45,0.4401,0.003375,0.001485,0.722,0.7,1.00578
265,65,0.4,0.5,5,50,0.4531,0.00325,0.001473,0.691,0.7,1.00579
265,85,0.25,0.2,3,45,0.3821,0.003825,0.001462,0.712,0.62,1.00583
185,85,0.5,0.9,5,40,0.4249,0.0034,0.001445,0.672,0.62,1.00588
225,75,0.25,0.1,2,50,0.387,0.00375,0.001451,0.627,0.72,1.00592
205,85,0.3,0.3,0,50,0.3454,0.00425,0.001468,0.62,0.8,1.00594
245,65,0.4,0.1,4,50,0.4486,0.00325,0.001458,0.643,0.72,1.00596
185,85,0.2,0.1,6,35,0.4709,0.002975,0.001401,0.566,0.62,1.00598
205,85,0.35,0.4,5,40,0.4384,0.0034,0.001491,0.674,0.8,1.00598
185,85,0.25,0.8,7,35,0.4739,0.002975,0.00141,0.588,0.62,1.006
225,85,0.3,0.4,7,35,0.493,0.002975,0.001467,0.616,0.8,1.00601
205,85,0.4,0.8,-1,50,0.3404,0.00425,0.001447,0.616,0.72,1.00602
185,85,0.25,0.5,5,40,0.4289,0.0034,0.001458,0.656,0.7,1.00604
205,85,0.4,0.1,6,35,0.4824,0.002975,0.001435,0.588,0.72,1.00605
265,75,0.35,0.4,3,50,0.3931,0.00375,0.001474,0.694,0.7,1.00606
265,75,0.5,0.2,4,45,0.4311,0.003375,0.001455,0.696,0.62,1.00606
205,85,0.45,0.8,7,35,0.4854,0.002975,0.001444,0.61,0.72,1.00607
185,65,0.2,0.7,5,50,0.4429,0.00325,0.001439,0.61,0.7,1.00608
185,85,0.3,0.8,-3,45,0.3679,0.003825,0.001407,0.581,0.62,1.00608
205,85,0.15,0.5,1,50,0.3384,0.00425,0.001438,0.638,0.65,1.00609
205,65,0.45,0.1,7,40,0.5424,0.0026,0.00141,0.528,0.72,1.0061
205,65,0.3,0.2,4,50,0.4434,0.00325,0.001441,0.602,0.72,1.00611
225,85,0.2,0.6,4,45,0.392,0.003825,0.001499,0.694,0.8,1.00614
225,75,0.5,0.1,1,50,0.386,0.00375,0.001448,0.617,0.72,1.00617
185,85,0.25,0.1,4,40,0.4199,0.0034,0.001428,0.63,0.62,1.00618
245,85,0.15,0.9,6,40,0.4206,0.0034,0.00143,0.665,0.57,1.00621
205,85,0.3,0.6,-1,50,0.3444,0.00425,0.001464,0.608,0.8,1.00622
265,75,0.5,0.7,-3,50,0.3871,0.00375,0.001452,0.639,0.7,1.00622
185,85,0.45,0.3,6,35,0.4789,0.002975,0.001425,0.574,0.7,1.00626
245,85,0.45,0.3,5,40,0.4436,0.0034,0.001508,0.714,0.8,1.0063
225,75,0.25,0.5,-3,50,0.388,0.00375,0.001455,0.587,0.8,1.00633
245,75,0.15,0.1,6,40,0.4686,0.003,0.001406,0.606,0.57,1.00634
245,85,0.2,0.7,6,40,0.4366,0.0034,0.001484,0.657,0.8,1.00635
205,75,0.2,0.2,6,40,0.4754,0.003,0.001426,0.566,0.72,1.00636
205,75,0.25,0.9,7,40,0.4784,0.003,0.001435,0.587,0.72,1.00642
225,75,0.25,0.9,4,50,0.393,0.00375,0.001474,0.679,0.72,1.00642
185,75,0.25,0.9,-3,50,0.3729,0.00375,0.001398,0.558,0.62,1.00644
205,65,0.45,0.5,6,45,0.4924,0.002925,0.00144,0.551,0.8,1.00646
225,85,0.2,0.9,6,40,0.429,0.0034,0.001459,0.643,0.72,1.00649
185,75,0.25,0.4,6,40,0.4719,0.003,0.001416,0.552,0.7,1.00651
205,85,0.5,0.1,-1,45,0.3754,0.003825,0.001436,0.588,0.72,1.00653
225,65,0.4,0.6,5,50,0.456,0.00325,0.001482,0.651,0.8,1.00653
205,75,0.45,0.2,-1,50,0.3804,0.00375,0.001427,0.566,0.72,1.00656
245,85,0.25,0.1,0,50,0.3446,0.00425,0.001464,0.656,0.72,1.00656
245,85,0.25,0.2,3,45,0.3866,0.003825,0.001479,0.69,0.72,1.00659
265,85,0.15,0.9,6,40,0.4161,0.0034,0.001415,0.687,0.47,1.00659
265,85,0.4,0.3,3,45,0.3881,0.003825,0.001485,0.716,0.7,1.0066
185,75,0.2,0.1,-1,50,0.3709,0.00375,0.001391,0.54,0.62,1.00661
245,75,0.35,0.4,3,50,0.3976,0.00375,0.001491,0.672,0.8,1.00661
225,85,0.3,0.4,-3,45,0.383,0.003825,0.001465,0.609,0.8,1.00665
265,85,0.45,0.3,5,40,0.4391,0.0034,0.001493,0.736,0.7,1.00668
245,65,0.15,0.2,6,45,0.4776,0.002925,0.001397,0.584,0.57,1.00672
185,75,0.3,0.3,4,45,0.4269,0.003375,0.001441,0.611,0.7,1.00673
265,85,0.2,0.7,6,40,0.4321,0.0034,0.001469,0.679,0.7,1.00673
185,65,0.25,0.5,6,45,0.4809,0.002925,0.001407,0.529,0.7,1.00674
225,75,0.5,0.7,5,45,0.443,0.003375,0.001495,0.681,0.8,1.00674
245,65,0.2,0.6,7,45,0.4986,0.002925,0.001458,0.593,0.8,1.00674
265,65,0.4,0.1,4,50,0.4441,0.00325,0.001443,0.665,0.62,1.00674
205,75,0.45,0.4,6,40,0.4834,0.003,0.00145,0.574,0.8,1.00676
265,75,0.35,0.7,7,40,0.4851,0.003,0.001455,0.646,0.7,1.00676
265,85,0.15,0.1,0,50,0.3321,0.00425,0.001411,0.678,0.47,1.00677
185,75,0.25,0.7,3,50,0.3849,0.00375,0.001443,0.617,0.7,1.00678
245,75,0.5,0.7,-3,50,0.3916,0.00375,0.001468,0.617,0.8,1.00678
205,55,0.15,0.9,7,50,0.5004,0.00275,0.001376,0.534,0.57,1.00679
245,85,0.4,0.4,7,35,0.4966,0.002975,0.001477,0.638,0.8,1.0068
265,55,0.5,0.9,7,50,0.5151,0.00275,0.001417,0.6,0.62,1.00682
265,85,0.15,0.3,7,35,0.4781,0.002975,0.001422,0.656,0.55,1.00682
225,85,0.5,0.1,6,35,0.486,0.002975,0.001446,0.611,0.72,1.00684
265,65,0.35,0.9,7,45,0.4881,0.002925,0.001428,0.627,0.62,1.00686
265,75,0.3,0.1,6,40,0.4761,0.003,0.001428,0.628,0.62,1.00689
245,85,0.35,0.4,1,50,0.3516,0.00425,0.001494,0.678,0.8,1.00691
265,65,0.3,0.2,6,45,0.4851,0.002925,0.001419,0.606,0.62,1.00693
